Gender,Married,Dependents,Education,Applicant_Income,Coapplicant_Income,Loan_Amount,Loan_Term,Credit_History,Property_Area,Age,Loan_Status,Credit_Score,Self_Employed
1.0,0.0,1,1.0,38582.1500387777,0.0,144772.430571573,180,1,2,34,1,666,0.0
1.0,1.0,0,0.0,82508.6956882953,0.0,128828.170841036,300,0,2,23,0,361,0.0
0.0,1.0,2,1.0,47344.8994022992,35401.3388599691,171599.82816848,300,0,1,22,0,383,0.0
1.0,0.0,2,1.0,65854.309642837,13959.907722753,232733.415793335,240,1,2,46,1,761,0.0
0.0,1.0,1,0.0,17521.0483459867,9736.09134889322,216912.481538103,300,1,1,32,0,735,1.0
0.0,1.0,0,1.0,52880.5183122833,14299.7022319195,141454.497326262,60,1,2,31,1,790,0.0
1.0,1.0,1,1.0,76814.6896425909,32340.4195442261,108312.637964044,180,1,0,43,1,836,0.0
1.0,1.0,1,1.0,47769.643940161,9938.10938914664,157300.530488786,300,1,2,39,1,668,1.0
1.0,1.0,0,0.0,66034.0001780347,15459.6093604893,113980.582059976,180,0,2,47,0,476,0.0
1.0,0.0,0,0.0,41626.961070316,7492.70392994401,116439.446243305,120,1,1,31,1,749,0.0
1.0,0.0,1,0.0,58451.1307854801,0.0,82578.6243609509,360,0,2,46,0,532,1.0
1.0,1.0,0,0.0,50708.3784376876,22138.7744409013,81829.7876331243,60,1,2,29,1,796,0.0
1.0,1.0,2,1.0,67349.633309486,10050.3544910929,165956.042093427,120,0,0,33,0,375,0.0
1.0,1.0,2,0.0,19497.1482668478,8685.97444433441,265083.742602538,60,1,2,23,1,658,0.0
0.0,1.0,1,0.0,35003.5932082127,16206.0854761357,175100.094453328,300,0,2,29,0,583,0.0
1.0,1.0,0,1.0,66617.0260923115,18286.440258048,111892.076848689,240,1,0,38,1,777,0.0
1.0,1.0,0,1.0,46107.9926167371,25679.9777805897,254604.928580895,60,0,2,33,0,351,0.0
1.0,1.0,2,1.0,55507.3370000595,36216.313073302,208971.223407021,180,1,0,34,1,732,0.0
1.0,0.0,0,1.0,42107.8539556099,1951.8310956705,161135.803130048,180,0,2,21,0,443,1.0
1.0,0.0,1,1.0,57545.8213280855,8216.65370664506,207165.2137165,60,0,2,46,0,368,0.0
1.0,1.0,2,0.0,67345.7462680268,18726.4818648005,164100.027127725,240,1,1,26,1,748,0.0
1.0,0.0,1,1.0,85062.6564953648,25260.8744096,142555.860198955,120,1,1,28,1,789,0.0
1.0,1.0,0,1.0,83434.3582943231,0.0,72061.8873430929,120,0,0,41,0,324,0.0
1.0,0.0,1,1.0,53925.4794244667,10108.4382481578,103047.342814901,360,1,1,38,1,829,1.0
1.0,1.0,0,1.0,49542.7994569346,14877.0155069194,76604.0911180599,120,0,1,27,0,352,0.0
1.0,1.0,0,0.0,68695.4012911378,17075.4229488874,167911.729700722,360,0,1,32,0,450,0.0
0.0,0.0,0,1.0,73910.7551513155,15565.1064846555,216696.781994397,180,0,0,44,0,443,0.0
1.0,0.0,0,0.0,91890.1012644994,28663.8941185443,121043.558149656,60,0,1,41,0,356,0.0
1.0,0.0,2,0.0,73374.8331118502,31629.3144718983,139851.582842605,240,1,2,42,1,688,0.0
0.0,1.0,2,0.0,37926.6034293926,12839.9857842688,130434.844802977,300,1,2,44,1,758,0.0
0.0,1.0,0,1.0,61511.5274534007,19226.2861719256,169645.367950719,60,1,1,45,1,830,0.0
1.0,0.0,0,1.0,73964.4662722717,22074.5771086438,142591.073325088,60,0,1,37,0,341,1.0
1.0,0.0,1,1.0,42209.7114074895,6160.01143253559,276225.463830374,240,1,1,43,1,835,0.0
1.0,,0,1.0,66759.1110829005,18850.5516793783,89795.6524914401,300,0,2,32,0,522,1.0
1.0,1.0,0,0.0,73046.1230322046,22796.9618217949,65671.4878459282,120,1,1,26,1,771,1.0
0.0,1.0,0,1.0,29799.1757602949,24067.8426667542,124718.97070404,120,0,2,40,0,432,1.0
0.0,1.0,1,1.0,42250.156443958,34186.063338762,167482.487857373,180,1,0,33,1,812,0.0
1.0,1.0,1,1.0,85577.3162662678,12172.4067237063,183149.68510263,240,0,1,23,0,514,0.0
1.0,,2,1.0,101916.870036183,23201.4359412306,132416.287857811,300,1,1,36,1,724,0.0
1.0,0.0,1,1.0,67766.2401084689,16237.5464252427,205039.990271135,60,1,1,30,1,795,1.0
1.0,1.0,1,0.0,88969.9845978585,12941.6014007865,189169.236207712,300,1,0,32,1,725,0.0
1.0,1.0,2,1.0,63924.8188133344,11290.6889639233,214585.780376062,120,1,1,39,1,658,0.0
1.0,1.0,2,0.0,81600.9613142929,23444.5587207166,219398.279198668,360,1,1,33,1,723,0.0
1.0,1.0,0,1.0,58759.9198126793,18358.4726472006,227883.963591112,180,0,1,34,0,552,0.0
0.0,1.0,0,1.0,44077.26393627,0.0,124068.74993678,300,1,2,37,1,656,0.0
1.0,1.0,1,1.0,61198.6526053265,0.0,134046.854010765,180,1,2,40,1,823,0.0
1.0,1.0,0,1.0,83005.3479179659,30206.4009601704,154239.886451307,300,1,1,30,1,790,0.0
0.0,1.0,0,1.0,63808.4777985011,10634.8513673445,154708.823458682,360,1,0,25,1,817,0.0
1.0,1.0,1,0.0,81472.6349971954,17573.7310641734,93220.1367237238,240,1,0,41,1,819,0.0
0.0,1.0,2,1.0,53181.8424530784,19799.3974114827,105553.759547011,240,0,1,32,0,582,1.0
1.0,0.0,1,0.0,44864.0982286107,31656.0321368652,155253.798560414,240,1,1,41,1,771,0.0
0.0,1.0,1,1.0,65795.4971379282,11971.14756201,145622.322677328,120,1,2,37,1,843,0.0
1.0,0.0,0,1.0,41844.8763970615,4113.06589523657,212316.490553747,180,0,2,26,0,304,0.0
0.0,1.0,1,0.0,53932.9986504573,3280.66070776805,196825.33030285,300,1,0,40,1,678,0.0
1.0,0.0,1,1.0,75807.4379210342,0.0,179170.245789909,300,1,2,37,1,814,0.0
0.0,1.0,0,1.0,47835.4698511048,30891.4730163645,127637.744760634,180,0,2,37,0,638,0.0
,1.0,0,1.0,49528.4802318683,0.0,88952.4714500564,60,1,2,40,1,785,0.0
0.0,1.0,0,1.0,32978.5126758395,8996.61340993513,150640.715228324,180,1,0,30,1,758,0.0
1.0,1.0,0,1.0,76666.6782356061,7457.01867392857,64993.9565585869,180,0,1,43,0,620,0.0
0.0,1.0,0,1.0,63197.127839948,30929.6409602738,239101.205635073,360,0,0,43,0,641,0.0
1.0,0.0,0,1.0,70261.7084019458,6592.28110101375,117271.752920213,120,0,1,37,0,444,1.0
1.0,0.0,2,0.0,44062.0948905904,11306.8122984181,112091.809025003,300,1,0,46,0,720,1.0
1.0,0.0,0,1.0,52961.5736436698,17252.5668198359,194347.630373658,360,0,1,53,0,516,0.0
1.0,0.0,1,0.0,41901.0433412386,21281.029698337,113458.255015116,240,0,2,36,0,600,0.0
,1.0,2,1.0,61953.4075349667,26206.8570642259,129862.135504679,360,0,1,45,0,431,0.0
0.0,1.0,2,0.0,71015.9514454732,21769.9409737505,159423.949554474,360,1,0,23,1,685,0.0
0.0,1.0,1,1.0,69024.5063863701,23865.7949275764,146190.716502404,180,0,2,37,0,369,1.0
0.0,1.0,1,1.0,57314.4167562739,24256.7675771386,102800.749232605,180,1,1,51,1,808,1.0
1.0,1.0,1,1.0,110787.632455657,24661.2532553031,61968.1778331248,120,0,2,45,1,574,0.0
1.0,1.0,3,1.0,37760.6594845167,19058.2408667381,159129.390210716,180,1,2,29,1,838,0.0
1.0,1.0,0,1.0,73088.6205421124,17273.2590682319,229541.766696348,120,1,2,36,1,757,0.0
1.0,0.0,2,0.0,36006.0494326938,10374.6703368662,111063.024231542,120,1,1,32,0,831,1.0
0.0,1.0,0,1.0,70945.2959475593,20846.2295248674,135884.397903753,60,1,1,51,1,816,0.0
0.0,1.0,0,1.0,39841.7660914358,12482.2132607362,105019.06712271,300,0,2,41,0,390,0.0
0.0,0.0,2,1.0,68556.287903058,9845.3072691614,234708.787909552,120,1,0,21,1,739,0.0
1.0,1.0,3,1.0,89022.8721559008,26188.9459793066,176898.798491324,180,1,0,39,1,668,0.0
1.0,0.0,0,1.0,15000.0,21446.8980328423,186841.856205258,180,1,2,35,1,688,0.0
1.0,1.0,0,1.0,67726.4663562312,0.0,155554.417565241,180,1,1,36,1,775,0.0
0.0,0.0,2,0.0,49482.4064820959,11769.2425732297,240645.361032937,120,0,2,31,0,472,0.0
1.0,1.0,3,1.0,29369.2936951271,7293.82049874661,143378.720752833,300,1,2,38,1,790,1.0
1.0,1.0,2,1.0,65356.8727573266,9569.7805361421,169413.712746321,120,1,2,32,1,775,0.0
1.0,0.0,1,1.0,81661.0248635055,37919.1126681868,84513.4012816184,60,0,2,43,0,357,0.0
1.0,0.0,2,0.0,66481.1405644312,5119.97181997059,147935.961330381,240,0,0,29,0,447,0.0
0.0,0.0,0,1.0,61463.9398200338,4736.46377610103,132257.463432409,300,0,2,42,0,616,0.0
0.0,0.0,2,1.0,56987.7197074013,24632.2653389394,91052.929894631,60,0,0,39,0,300,1.0
1.0,1.0,2,1.0,93554.0162815288,12429.4759118693,41866.0494742735,240,1,2,37,1,780,0.0
1.0,1.0,3,1.0,57419.3176974043,12529.2056319228,121260.338639234,180,1,1,34,1,741,
1.0,0.0,0,1.0,44423.2591435913,17007.3854075838,185344.814545925,120,0,0,32,0,489,0.0
1.0,1.0,0,1.0,39683.563620432,14717.8212106277,20000.0,360,0,2,45,0,490,1.0
0.0,0.0,0,1.0,70300.7053441732,11005.3450952714,191647.272141252,120,1,2,24,1,762,0.0
1.0,0.0,2,1.0,55987.2140234913,22639.0290857564,176050.194830245,360,1,0,21,1,802,1.0
0.0,0.0,3,0.0,45808.4029050165,11792.16138148,166319.050392278,240,1,2,22,1,705,1.0
1.0,1.0,2,1.0,84008.2781588885,18813.5283458028,120746.84143017,60,0,0,33,0,416,0.0
0.0,0.0,0,1.0,37609.0774323366,11024.5130345422,111488.650844492,180,1,2,46,1,783,
1.0,0.0,2,1.0,31095.8947117554,21128.2532166932,62188.4882760211,120,0,2,31,0,357,1.0
0.0,0.0,0,1.0,72255.4781012514,0.0,57420.6582854706,180,1,2,54,1,693,1.0
1.0,1.0,1,1.0,33590.8677383144,11282.2098847651,190734.221864703,120,1,0,40,1,822,0.0
1.0,0.0,2,1.0,31850.7245124688,27727.1473397126,,300,0,2,33,0,459,0.0
1.0,1.0,0,0.0,65975.0581673137,16627.9661809991,168095.391818049,60,0,0,40,0,472,0.0
1.0,1.0,3,0.0,36932.9897880808,16299.9822580159,35032.1151881469,360,1,1,36,1,710,0.0
1.0,1.0,3,1.0,61516.0911638745,10567.3653518209,175319.337361644,300,0,2,34,0,602,0.0
0.0,0.0,0,1.0,77745.8167453348,11188.6230332658,102659.995290933,360,0,2,33,0,448,0.0
1.0,1.0,0,0.0,56482.9119113585,19672.5221518279,140916.953640709,120,0,1,34,0,379,1.0
0.0,0.0,0,0.0,33004.5386123753,11114.9293288114,,180,0,2,36,0,512,0.0
1.0,1.0,1,1.0,62730.7066216547,11548.9590318081,99057.8765312674,120,1,1,27,1,813,0.0
1.0,1.0,1,,65460.2143498877,28250.0465494563,212761.312331729,120,0,2,26,0,526,0.0
0.0,1.0,0,1.0,54364.3078227898,10642.3550302938,94992.8791864482,360,1,2,43,1,796,0.0
1.0,1.0,3,0.0,41243.4992016975,30821.1675130356,187942.388291939,240,1,2,32,1,669,0.0
1.0,1.0,1,,62562.0882982157,4339.67828372319,140646.286503863,240,0,1,38,0,346,0.0
1.0,1.0,0,1.0,39666.33742847,20105.3537845123,163910.229801049,180,0,0,42,0,532,0.0
0.0,1.0,1,1.0,35583.1270005795,15693.3716171534,114334.454985989,300,1,1,43,1,698,1.0
1.0,0.0,1,1.0,55132.3204124996,22065.0546354725,80826.6343772007,120,1,0,27,1,663,1.0
0.0,1.0,1,1.0,80721.7530209251,10446.5757685468,134984.092871726,180,1,2,32,1,792,0.0
0.0,1.0,1,1.0,45847.4821035594,12520.4579267211,86621.1147733461,60,0,0,33,0,300,0.0
1.0,1.0,1,0.0,36220.7316093007,0.0,132594.632739935,240,0,2,33,0,353,0.0
0.0,1.0,3,1.0,28595.5056021908,23220.6607803252,165941.352178976,300,0,2,28,0,558,1.0
1.0,1.0,0,1.0,103701.897900722,13861.7522769252,162129.796857673,120,1,2,38,1,793,0.0
1.0,1.0,1,1.0,73809.4537224302,11083.2939049596,174400.6743188,240,0,2,23,0,311,
1.0,1.0,1,0.0,69205.432499646,8289.85154337546,72623.4458862776,240,1,2,35,1,723,0.0
1.0,1.0,0,1.0,61350.3696282021,12709.1896907829,141491.37342996,300,1,1,51,1,665,
1.0,1.0,0,1.0,85618.7915333345,13783.1131431273,166714.99818755,120,0,2,27,0,455,1.0
0.0,1.0,1,1.0,,15403.0769933024,229883.749835249,360,0,2,38,0,307,0.0
1.0,,0,1.0,35521.1946647548,8709.62138796389,110108.893927861,60,0,2,41,0,421,0.0
0.0,1.0,0,0.0,73832.3715024277,12520.8397425699,127049.776988854,360,0,2,53,0,647,0.0
1.0,1.0,3,0.0,60705.2710394345,2305.34733987187,259211.530087745,60,0,2,33,0,463,
,1.0,0,1.0,16023.8808675983,14903.3557868665,149556.453385521,240,1,0,24,1,739,0.0
0.0,1.0,0,0.0,121965.988681425,0.0,112248.300204475,300,0,1,41,0,435,0.0
0.0,1.0,1,0.0,63988.4797197353,13496.7162623629,167200.005315251,120,1,1,28,1,835,
0.0,1.0,1,1.0,49062.8211751921,8697.50704995563,147244.927513383,240,0,1,28,0,615,1.0
1.0,1.0,1,1.0,70297.6719215274,0.0,111022.776232031,360,1,2,25,1,827,0.0
0.0,1.0,0,1.0,81930.942364605,10929.8410819322,167339.127729709,240,0,2,32,0,327,1.0
1.0,1.0,1,1.0,64657.3617485379,21097.377233367,217671.753145387,360,0,2,40,0,519,0.0
1.0,1.0,2,0.0,47843.5602581113,21628.4109302163,40317.6036870563,240,1,2,28,1,750,1.0
1.0,0.0,2,1.0,52310.8624204581,27075.0319495192,153437.502838178,120,0,1,29,0,340,0.0
1.0,1.0,1,1.0,49295.2957687886,29436.7031916623,132864.111156092,60,1,0,24,1,841,0.0
1.0,1.0,1,1.0,46205.4445187165,5289.37970892266,144479.94180492,240,1,2,37,1,804,1.0
0.0,0.0,2,0.0,53844.4353009399,0.0,158269.238451193,240,1,1,43,0,840,1.0
0.0,1.0,2,1.0,62227.452036801,21357.2652644054,149775.91018116,180,1,2,44,1,794,0.0
1.0,1.0,3,1.0,,0.0,188814.679537366,360,1,0,24,1,850,0.0
0.0,1.0,1,0.0,63523.7964500538,24498.8906824929,167858.129285063,300,1,2,35,1,810,
1.0,1.0,1,1.0,72394.2289193227,7378.66551485902,244392.949397931,300,0,1,44,0,511,0.0
1.0,1.0,2,1.0,73155.2635230074,19920.0405410296,165507.691305075,120,1,2,44,1,806,0.0
1.0,0.0,0,1.0,76355.3259840057,7439.95980543395,195398.987890256,60,0,2,32,0,345,0.0
0.0,1.0,2,1.0,52599.7794023574,9508.41058236223,178399.726976212,120,0,2,36,0,334,0.0
1.0,0.0,1,0.0,73190.6293917827,21632.7338126447,,240,1,1,32,1,783,0.0
1.0,0.0,0,0.0,74068.5583357461,5347.85923249452,134045.198287448,300,1,1,39,1,731,0.0
1.0,0.0,0,1.0,80588.8111185408,0.0,208060.57012058,240,0,2,37,0,555,0.0
1.0,0.0,1,1.0,92326.0008544383,17262.9226724343,194677.110294455,60,1,2,30,1,846,
1.0,1.0,0,1.0,101964.429490934,10588.2330920623,206934.947334732,360,0,2,42,0,602,0.0
1.0,1.0,0,1.0,91772.5385608719,15795.7954655656,171850.88110367,60,1,2,31,1,802,0.0
1.0,1.0,0,1.0,84891.3032071051,8588.8834584723,202385.07844388,180,0,2,37,0,309,0.0
1.0,1.0,2,1.0,94380.8122568364,21116.0156154968,126252.164773931,120,0,2,42,0,611,0.0
1.0,0.0,2,0.0,85553.5364379701,18314.7089633089,180195.852074168,360,0,1,31,0,585,0.0
1.0,1.0,0,1.0,69644.9790536131,19583.8900995706,157073.947646733,360,0,1,25,0,541,0.0
0.0,1.0,3,1.0,68592.36438265169,14114.5578541698,172447.135909649,180,1,1,52,1,758,1.0
1.0,0.0,1,1.0,46764.2707046322,7440.49293308079,200246.514703394,360,1,1,52,1,654,1.0
1.0,1.0,1,0.0,65151.0078144552,20342.0786237467,155561.166742042,240,1,2,27,1,768,0.0
1.0,1.0,0,1.0,62470.9539191116,6994.09657651894,176426.96009157,180,1,0,30,1,682,0.0
1.0,1.0,1,1.0,59730.0555052413,20024.9969612929,143784.953056075,240,1,1,41,1,767,1.0
1.0,1.0,0,1.0,64481.8496362083,12536.6471882015,137382.325900455,120,1,0,40,1,714,0.0
1.0,0.0,2,1.0,48576.420204344,14948.9336797277,227144.405276955,180,1,0,31,1,795,1.0
1.0,1.0,0,0.0,25961.9553996332,10198.3771680695,115483.146877582,240,0,1,31,0,523,0.0
1.0,1.0,1,1.0,64614.0181143736,0.0,125470.212904828,240,1,0,29,1,826,0.0
1.0,1.0,1,1.0,92493.5691693912,8625.12565174988,207937.741725493,360,0,1,36,0,566,1.0
1.0,1.0,1,1.0,28739.3138685749,97.5247670095341,89590.377082098,240,1,1,35,1,734,0.0
1.0,0.0,0,1.0,78991.8914272897,13129.4248352633,120669.213222012,360,1,0,44,1,675,0.0
1.0,0.0,0,1.0,48927.0138930563,8017.38151248607,60342.3248772924,120,0,1,35,0,362,0.0
1.0,1.0,1,0.0,74246.4431916032,0.0,40941.2381167161,300,1,0,32,1,735,1.0
1.0,,2,1.0,58141.1158677282,18918.8126224558,124623.432823711,300,1,2,25,1,708,0.0
0.0,0.0,1,1.0,53694.0668942775,29340.0100373046,119578.147930442,240,1,2,21,1,676,0.0
1.0,0.0,1,0.0,73393.4509766007,6019.72773675541,248103.418094926,60,1,2,34,1,826,1.0
0.0,1.0,2,1.0,46569.755860389,10514.0312689088,197708.225709546,60,1,0,32,1,810,0.0
1.0,1.0,1,1.0,68698.8207673579,40460.5453594279,114190.274319333,120,1,1,32,1,747,0.0
0.0,1.0,1,1.0,,14590.8246480493,206914.072244478,60,0,1,30,0,404,0.0
1.0,1.0,2,1.0,74023.4548462179,28530.691601664,142775.607927778,300,1,2,21,1,748,0.0
1.0,1.0,0,,78904.2306922296,9735.17645205077,214098.918118834,180,1,1,21,1,778,0.0
1.0,1.0,3,1.0,80977.2828375072,0.0,148791.428682089,360,1,2,25,1,798,0.0
1.0,1.0,2,0.0,,4168.1155333395,158034.643373245,180,1,2,42,1,704,0.0
1.0,0.0,0,1.0,65155.050802855,26672.1773330437,211857.548773935,120,0,1,31,0,305,0.0
0.0,1.0,2,1.0,59554.4204163257,9488.83759959371,194667.363130407,300,0,0,34,0,496,0.0
1.0,1.0,2,1.0,33479.0462783592,5717.34161344004,247366.424345214,120,1,1,21,0,744,1.0
1.0,1.0,1,0.0,87488.7618634163,35994.075205025,162659.184784964,60,1,2,31,1,782,0.0
1.0,1.0,1,1.0,86408.2801956766,15960.0926799705,119828.108275569,60,1,1,23,1,751,0.0
1.0,0.0,1,1.0,59202.1123249657,15328.6337398021,135745.224208583,60,0,1,26,0,558,0.0
1.0,1.0,0,0.0,79167.7163968408,19700.1366124666,246241.918103993,60,1,2,34,1,830,0.0
1.0,1.0,1,1.0,24475.2953420336,9357.1014728098,117546.183321668,120,0,2,44,0,322,0.0
1.0,1.0,2,1.0,97623.1413888118,23531.6530641319,118744.628965317,240,0,2,32,0,352,0.0
0.0,1.0,0,1.0,72761.0220288151,12879.1033007957,231192.187213462,120,0,2,41,0,464,0.0
1.0,1.0,0,1.0,42832.8443963757,35642.2013485241,,360,1,1,34,1,732,0.0
1.0,1.0,0,1.0,63881.0388721174,0.0,182970.089492424,360,0,1,31,0,444,0.0
0.0,1.0,1,0.0,64212.0167859528,10649.4739976414,129164.725820447,240,0,1,29,0,384,0.0
0.0,1.0,2,1.0,42676.5030357099,15697.0426942928,223171.782713049,180,1,1,41,1,727,0.0
1.0,1.0,1,0.0,103098.573547662,29545.3846088775,177799.371684506,180,1,2,27,1,850,0.0
0.0,1.0,2,1.0,105541.729961066,16243.7612230092,124781.739980969,60,0,2,34,0,300,1.0
1.0,1.0,0,1.0,68516.8731725965,17921.6882820732,219696.226527053,120,1,2,21,1,700,0.0
0.0,1.0,0,1.0,,16014.2296423965,102726.583000267,60,1,1,33,1,822,0.0
1.0,0.0,1,0.0,43215.8066532198,25291.8043612796,,300,0,0,36,0,504,1.0
1.0,1.0,1,0.0,78271.6925246649,28137.821765718,61447.1598831408,60,0,2,34,0,559,0.0
1.0,1.0,2,1.0,53645.6980648753,4640.3807139336,187114.425378915,180,0,1,39,0,587,0.0
1.0,1.0,1,1.0,54386.4984626645,18596.8084768632,206447.836759147,60,1,2,41,1,683,0.0
0.0,1.0,1,1.0,63916.9051019536,31814.9245741801,62110.6288028963,360,0,1,40,0,647,0.0
1.0,1.0,2,0.0,66433.57082753,396.975647907773,180801.285437383,300,1,1,37,0,744,1.0
,1.0,2,1.0,64784.9372822229,27892.0305140687,234133.145732405,60,1,2,33,1,721,0.0
1.0,1.0,1,1.0,69830.1129449356,12994.2881934423,97976.6346055216,120,0,2,41,0,338,0.0
0.0,1.0,1,1.0,81615.6145110924,10788.0118338708,197297.048031971,60,0,0,30,0,453,1.0
0.0,1.0,3,1.0,50082.436559797,20656.3290188672,107420.408374919,180,0,1,34,0,549,0.0
1.0,1.0,1,1.0,28387.9211838166,9280.97150190076,178085.551395922,360,1,1,34,1,811,0.0
1.0,1.0,2,1.0,63686.181281562,560.710775077728,168352.339646498,240,1,0,35,1,831,0.0
,1.0,2,1.0,84765.6614286727,27371.80800289,157179.491273974,360,0,0,41,0,417,0.0
1.0,1.0,0,1.0,59859.1002903889,20308.0158367272,127464.672041137,60,1,1,27,1,652,0.0
1.0,0.0,2,1.0,81063.057066658,28992.2795007116,151223.983492595,180,0,2,42,0,605,0.0
1.0,0.0,2,1.0,74280.0098818418,7512.00203979946,246111.228013472,180,0,1,31,0,567,0.0
1.0,0.0,1,1.0,56418.1342996768,10007.5238550534,211722.848938234,300,0,2,42,0,353,0.0
1.0,1.0,2,1.0,46999.9483835308,17838.4456730273,187836.350142671,360,1,1,39,1,782,0.0
1.0,1.0,0,1.0,52936.6741437862,19827.9012406031,138464.451375758,360,0,2,31,0,521,0.0
0.0,1.0,0,1.0,60640.0829813153,19391.5013370041,196382.276590164,180,1,2,30,1,706,0.0
0.0,1.0,0,1.0,87394.0221530837,25562.8848374612,,180,0,2,30,0,411,1.0
1.0,1.0,1,1.0,82802.9807704253,14779.6992748305,231752.383530972,120,0,1,34,0,554,0.0
0.0,1.0,3,1.0,61114.4982457738,9089.81544266568,160987.904197007,240,1,2,29,1,696,0.0
0.0,0.0,0,1.0,79431.4190190871,16376.6194086804,193219.574870333,120,1,2,36,1,800,0.0
1.0,1.0,0,1.0,62284.5529732408,25483.9988781354,144320.90658846,60,0,2,32,0,506,0.0
1.0,1.0,2,1.0,35208.7542783952,23439.5140051893,181866.652063609,120,1,2,43,1,734,0.0
1.0,1.0,1,1.0,39196.125603682,1061.82352125794,144632.658877451,180,0,1,32,0,365,0.0
1.0,0.0,2,0.0,33393.7274852202,11001.7326571347,136851.254299214,60,1,2,30,1,724,1.0
0.0,0.0,0,0.0,90047.1410419205,16351.9034098738,111156.89506893,300,0,1,29,0,402,1.0
1.0,0.0,1,,44280.2793473003,8416.17282059554,76261.0729380802,360,1,2,43,1,815,0.0
1.0,1.0,0,1.0,96361.2384511565,30428.0677376968,111676.011354571,180,1,2,40,1,841,0.0
1.0,1.0,0,1.0,47166.6635973923,23519.2907079084,148591.654577522,240,0,2,31,0,551,
0.0,1.0,0,1.0,63732.1824631271,40605.0295935568,137015.656827946,60,0,0,29,0,525,0.0
1.0,1.0,2,0.0,29942.5878263522,12163.1377907282,158477.020510914,60,1,2,25,1,687,
1.0,1.0,0,1.0,83543.6992636867,15722.491342362,117094.559530861,60,0,0,36,0,605,0.0
1.0,0.0,0,1.0,75376.7935193779,12654.924648541,157600.788891888,240,0,2,37,0,397,0.0
0.0,1.0,0,0.0,40961.6307995552,14806.8169572816,134803.867619231,60,0,2,44,0,637,0.0
0.0,1.0,1,1.0,80605.6690806368,16380.7840841754,210413.737032606,360,1,1,28,1,679,0.0
1.0,1.0,1,1.0,27374.483690781,10371.4371428562,151081.331529678,180,1,2,32,1,728,1.0
1.0,1.0,2,1.0,72436.1992443439,4031.24920616013,142309.561105948,180,1,0,50,1,740,0.0
0.0,1.0,0,1.0,54226.8272215972,0.0,152346.814920761,120,0,1,21,0,607,0.0
1.0,0.0,0,1.0,59089.7550939751,13834.2865354667,122580.16060944,60,1,1,31,1,815,0.0
1.0,1.0,0,,67207.3743180972,19084.8533814647,204079.036418239,240,0,1,42,0,634,1.0
0.0,0.0,0,1.0,67982.7222870414,17847.5459338556,193357.844455009,60,1,1,28,1,679,0.0
1.0,1.0,0,0.0,41986.5723497503,10297.4428373364,72818.4739063157,360,0,2,40,0,546,0.0
1.0,0.0,2,1.0,74228.2115893099,18252.5167585434,202665.513982093,60,1,2,34,1,755,0.0
0.0,1.0,1,0.0,57102.4287610422,4699.1394509557,72754.5315203442,300,1,2,33,1,700,0.0
1.0,1.0,0,0.0,56738.6607211247,31529.1305123042,159546.186587755,120,0,0,28,0,380,1.0
1.0,1.0,1,1.0,39159.1117551379,3353.36651487605,175340.569883152,240,1,2,34,1,782,0.0
0.0,1.0,1,1.0,81817.2334120739,17684.1327369456,118840.984234596,60,0,1,33,0,584,0.0
1.0,1.0,1,1.0,41556.6935164474,15584.4948070565,143851.552668281,180,0,1,22,0,437,0.0
1.0,1.0,2,1.0,66688.7702969704,3229.68368546928,135239.937344865,240,1,1,40,1,833,0.0
1.0,1.0,1,1.0,93468.8377124597,11240.7175452864,174279.6960022,300,0,2,32,0,629,0.0
1.0,1.0,0,1.0,83821.7170954695,18162.7378025971,226455.050333662,300,1,0,33,1,666,0.0
1.0,1.0,3,1.0,53936.4043433144,15017.948728781,84366.971960036,120,0,2,24,0,639,1.0
1.0,1.0,1,0.0,40425.1832738046,3690.12611514413,144341.467585496,240,0,1,21,0,368,0.0
0.0,0.0,0,1.0,57152.4102995741,18064.5086296334,108356.836242273,360,1,0,26,1,683,0.0
0.0,1.0,0,0.0,101481.653394999,11818.4149838207,257411.960097882,60,1,1,38,1,655,0.0
1.0,1.0,1,1.0,50577.5069636424,26480.9086639743,125743.502895006,120,0,2,53,0,352,1.0
1.0,1.0,0,1.0,69385.3517961705,3788.65987242077,126694.590022791,360,1,2,51,1,843,1.0
0.0,0.0,1,1.0,51462.3786010516,7375.82049397085,101730.189493353,180,1,1,32,1,775,0.0
1.0,1.0,2,0.0,55146.0250434943,19445.9199507312,192342.687158995,180,0,1,39,0,534,0.0
1.0,1.0,3,1.0,80974.1425283312,14168.2822806538,117091.236293144,300,1,2,35,1,692,1.0
1.0,1.0,2,1.0,32566.5260553906,19223.2479744987,143934.56643052,300,0,1,32,0,539,0.0
0.0,1.0,1,1.0,81819.6085037193,9122.62030680101,168101.227549423,180,0,0,53,0,410,0.0
0.0,1.0,1,0.0,60387.6247539605,28486.9319864551,76480.9932662141,60,0,1,28,0,548,0.0
0.0,1.0,0,1.0,33265.4912224813,2504.35088075994,226648.912376554,60,0,2,30,0,450,1.0
1.0,1.0,1,1.0,76992.0419404204,19362.3570480105,230099.63273067,120,0,1,22,0,482,1.0
0.0,1.0,2,1.0,66176.6602519792,10419.7481698544,191105.54236414,240,1,2,33,1,729,0.0
0.0,0.0,1,1.0,15633.0447989783,15093.9535457584,141928.605098359,120,0,0,34,0,394,1.0
1.0,1.0,1,1.0,57502.2622929986,11382.8301218273,210503.296658779,60,0,0,21,0,307,0.0
